,,,,,,,,,,,,,,,,,,
,Simply Sage Market Teacher Smiley Face Wavy Canvas Tote - One Size Black - Natural,"Brighten up any teacher's day with this adorable Teacher Smiley Face Wavy design! The smiling face is surrounded by wavy text. This fun and cheerful design is perfect for any educator who loves to bring joy into the classroom. Makes a great gift for teachers to show appreciation for all their hard work. Whether worn in the classroom or out and about, this design is sure to spread positivity and brighten everyone's day. Get yours today and show your support for the wonderful teachers in your life! - One Size Black - Natural 100% Heavy Cotton Canvas, 20' canvas webbed handles, 9"" handle drop",CT_Natural_One Size Black_581M_F,198749953326,26.99,26.99,10,,1000,9,1,13,,Solid,Natural,Natural,Womens,One Size Black
,Simply Sage Market Teacher Smiley Face Wavy Canvas Tote - One Size Natural - Natural,"Brighten up any teacher's day with this adorable Teacher Smiley Face Wavy design! The smiling face is surrounded by wavy text. This fun and cheerful design is perfect for any educator who loves to bring joy into the classroom. Makes a great gift for teachers to show appreciation for all their hard work. Whether worn in the classroom or out and about, this design is sure to spread positivity and brighten everyone's day. Get yours today and show your support for the wonderful teachers in your life! - One Size Natural - Natural 100% Heavy Cotton Canvas, 20' canvas webbed handles, 9"" handle drop",CT_Natural_One Size Natural_581M_F,198749953333,26.99,26.99,10,,1000,9,1,13,,Solid,Natural,Natural,Womens,One Size Natural
,Simply Sage Market Teacher Smiley Face Wavy Canvas Tote - One Size Black - Black,"Brighten up any teacher's day with this adorable Teacher Smiley Face Wavy design! The smiling face is surrounded by wavy text. This fun and cheerful design is perfect for any educator who loves to bring joy into the classroom. Makes a great gift for teachers to show appreciation for all their hard work. Whether worn in the classroom or out and about, this design is sure to spread positivity and brighten everyone's day. Get yours today and show your support for the wonderful teachers in your life! - One Size Black - Black 100% Heavy Cotton Canvas, 20' canvas webbed handles, 9"" handle drop",CT_Black_One Size Black_581M_F,198749953340,26.99,26.99,10,,1000,9,1,13,,Solid,Black,Black,Womens,One Size Black
,Simply Sage Market Teacher Smiley Face Wavy Canvas Tote - One Size Natural - Black,"Brighten up any teacher's day with this adorable Teacher Smiley Face Wavy design! The smiling face is surrounded by wavy text. This fun and cheerful design is perfect for any educator who loves to bring joy into the classroom. Makes a great gift for teachers to show appreciation for all their hard work. Whether worn in the classroom or out and about, this design is sure to spread positivity and brighten everyone's day. Get yours today and show your support for the wonderful teachers in your life! - One Size Natural - Black 100% Heavy Cotton Canvas, 20' canvas webbed handles, 9"" handle drop",CT_Black_One Size Natural_581M_F,198749953357,26.99,26.99,10,,1000,9,1,13,,Solid,Black,Black,Womens,One Size Natural
,Simply Sage Market Dad Live Is The Best Life Garment Dyed Tee - S - Crimson,"Celebrate the joys of fatherhood with this fun and heartwarming print on demand design. With the words 'Dad Life Is The Best Life' boldly displayed, this design is perfect for any proud dad out there. Whether you're looking for a Father's Day gift or just want to show appreciation for the amazing dads in your life, this design is sure to bring a smile. The vibrant colors and playful font make it a versatile piece. Embrace the laughter, love, and chaos that comes with being a dad! - S - Crimson Introducing our trendy Garment Dyed Tee. Unisex fit with a vintage feel that improves with wear. Made from high-quality materials and featuring a unique print. Upgrade your wardrobe with this timeless piece.",GDT_Crimson_S_12131B_F,198749952848,36.99,36.99,20,,1000,9,1,13,,Solid,Crimson,Crimson,Womens,S
,Simply Sage Market Dad Live Is The Best Life Garment Dyed Tee - M - Crimson,"Celebrate the joys of fatherhood with this fun and heartwarming print on demand design. With the words 'Dad Life Is The Best Life' boldly displayed, this design is perfect for any proud dad out there. Whether you're looking for a Father's Day gift or just want to show appreciation for the amazing dads in your life, this design is sure to bring a smile. The vibrant colors and playful font make it a versatile piece. Embrace the laughter, love, and chaos that comes with being a dad! - M - Crimson Introducing our trendy Garment Dyed Tee. Unisex fit with a vintage feel that improves with wear. Made from high-quality materials and featuring a unique print. Upgrade your wardrobe with this timeless piece.",GDT_Crimson_M_12131B_F,198749952855,36.99,36.99,30,,1000,9,1,13,,Solid,Crimson,Crimson,Womens,M
,Simply Sage Market Dad Live Is The Best Life Garment Dyed Tee - L - Crimson,"Celebrate the joys of fatherhood with this fun and heartwarming print on demand design. With the words 'Dad Life Is The Best Life' boldly displayed, this design is perfect for any proud dad out there. Whether you're looking for a Father's Day gift or just want to show appreciation for the amazing dads in your life, this design is sure to bring a smile. The vibrant colors and playful font make it a versatile piece. Embrace the laughter, love, and chaos that comes with being a dad! - L - Crimson Introducing our trendy Garment Dyed Tee. Unisex fit with a vintage feel that improves with wear. Made from high-quality materials and featuring a unique print. Upgrade your wardrobe with this timeless piece.",GDT_Crimson_L_12131B_F,198749952862,36.99,36.99,40,,1000,9,1,13,,Solid,Crimson,Crimson,Womens,L
,Simply Sage Market Dad Live Is The Best Life Garment Dyed Tee - XL - Crimson,"Celebrate the joys of fatherhood with this fun and heartwarming print on demand design. With the words 'Dad Life Is The Best Life' boldly displayed, this design is perfect for any proud dad out there. Whether you're looking for a Father's Day gift or just want to show appreciation for the amazing dads in your life, this design is sure to bring a smile. The vibrant colors and playful font make it a versatile piece. Embrace the laughter, love, and chaos that comes with being a dad! - XL - Crimson Introducing our trendy Garment Dyed Tee. Unisex fit with a vintage feel that improves with wear. Made from high-quality materials and featuring a unique print. Upgrade your wardrobe with this timeless piece.",GDT_Crimson_XL_12131B_F,198749952879,36.99,36.99,50,,1000,9,1,13,,Solid,Crimson,Crimson,Womens,XL
,Simply Sage Market Dad Live Is The Best Life Garment Dyed Tee - 2XL - Crimson,"Celebrate the joys of fatherhood with this fun and heartwarming print on demand design. With the words 'Dad Life Is The Best Life' boldly displayed, this design is perfect for any proud dad out there. Whether you're looking for a Father's Day gift or just want to show appreciation for the amazing dads in your life, this design is sure to bring a smile. The vibrant colors and playful font make it a versatile piece. Embrace the laughter, love, and chaos that comes with being a dad! - 2XL - Crimson Introducing our trendy Garment Dyed Tee. Unisex fit with a vintage feel that improves with wear. Made from high-quality materials and featuring a unique print. Upgrade your wardrobe with this timeless piece.",GDT_Crimson_2XL_12131B_F,198749952886,38.99,38.99,60,,1000,9,1,13,,Solid,Crimson,Crimson,Womens,2XL
,Simply Sage Market Dad Live Is The Best Life Garment Dyed Tee - S - Grey,"Celebrate the joys of fatherhood with this fun and heartwarming print on demand design. With the words 'Dad Life Is The Best Life' boldly displayed, this design is perfect for any proud dad out there. Whether you're looking for a Father's Day gift or just want to show appreciation for the amazing dads in your life, this design is sure to bring a smile. The vibrant colors and playful font make it a versatile piece. Embrace the laughter, love, and chaos that comes with being a dad! - S - Grey Introducing our trendy Garment Dyed Tee. Unisex fit with a vintage feel that improves with wear. Made from high-quality materials and featuring a unique print. Upgrade your wardrobe with this timeless piece.",GDT_Grey_S_12131B_F,198749952893,36.99,36.99,20,,1000,9,1,13,,Solid,Grey,Grey,Womens,S
